ID OR;OPERADOR DE RED;ID SIC  COMERCIALIZADOR;COMERCIALIZADOR;Nivel;Tipo Red;Comb, NT;Dueño Red;Hora; Gm,i,j ; PR n,m,i,j ; Tm ; Dn,m ; Cv m,i,j ; Rm,i ; (CUv n,m,i,j)  
81;CODENSA-EEC;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 334,9600 ; 21,5100 ; 55,9536 ; 117,2900 ; 93,2200 ; 30,5000 ; 653,4336 
10;CETSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 341,7700 ; 62,2700 ; 55,9500 ; 223,9700 ; 31,5500 ; 22,9200 ; 738,4300 
10;CETSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 341,7700 ; 62,2700 ; 55,9500 ; 250,7800 ; 31,5500 ; 22,9200 ; 765,2400 
10;CETSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 341,7700 ; 62,2700 ; 55,9500 ; 277,5900 ; 31,5500 ; 22,9200 ; 792,0500 
10;CETSA;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 341,7700 ; 26,4900 ; 55,9500 ; 165,3700 ; 103,1700 ; 22,9200 ; 715,6700 
10;CETSA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 341,7700 ; 20,3900 ; 55,9500 ; 96,7000 ; 100,4400 ; 22,9200 ; 638,1700 
4;CEDELCA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 335,8500 ; 72,2500 ; 55,9500 ; 185,7300 ; 32,7800 ; 22,9200 ; 705,4800 
4;CEDELCA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 335,8500 ; 72,2500 ; 55,9500 ; 231,6600 ; 32,7800 ; 22,9200 ; 751,4100 
4;CEDELCA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 335,8500 ; 72,2500 ; 55,9500 ; 277,5900 ; 32,7800 ; 22,9200 ; 797,3400 
4;CEDELCA;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 335,8500 ; 28,6600 ; 55,9500 ; 165,3700 ; 32,7800 ; 22,9200 ; 641,5300 
4;CEDELCA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 335,8500 ; 24,2600 ; 55,9500 ; 96,7000 ; 32,7800 ; 22,9200 ; 568,4600 
45;EMCALI;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 347,7942 ; 56,4181 ; 55,9536 ; 277,5855 ; 29,8227 ; 23,4448 ; 791,0189 
45;EMCALI;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 347,7942 ; 56,4181 ; 55,9536 ; 242,4482 ; 29,8227 ; 23,4448 ; 755,8816 
45;EMCALI;EXEC;ENEL X;2;N/A;N/A;N/A;25; 347,7942 ; 25,7902 ; 55,9536 ; 165,3711 ; 29,8227 ; 23,4448 ; 648,1766 
45;EMCALI;EXEC;ENEL X;3;N/A;N/A;N/A;25; 347,7942 ; 24,0625 ; 55,9536 ; 96,6989 ; 29,8227 ; 23,4448 ; 577,7767 
82;CARIBESOL;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 345,8032 ; 83,7809 ; 55,9536 ; 127,3434 ; 84,1205 ; 23,4448 ; 720,4464 
82;CARIBESOL;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 345,8032 ; 83,7809 ; 55,9536 ; 115,9866 ; 84,1205 ; 23,4448 ; 709,0896 
82;CARIBESOL;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 345,8032 ; 83,7809 ; 55,9536 ; 104,6297 ; 84,1205 ; 23,4448 ; 697,7327 
82;CARIBESOL;EXEC;ENEL X;2;N/A;N/A;N/A;25; 345,8032 ; 26,6558 ; 55,9536 ; 85,9238 ; 26,2773 ; 23,4448 ; 564,0585 
82;CARIBESOL;EXEC;ENEL X;3;N/A;N/A;N/A;25; 345,8032 ; 22,7767 ; 55,9536 ; 63,4522 ; 26,2773 ; 23,4448 ; 537,7078 
16;ESSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 345,7298 ; 75,4356 ; 55,9536 ; 315,7034 ; 32,2944 ; 23,4448 ; 848,5616 
16;ESSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 345,7298 ; 75,4356 ; 55,9536 ; 272,1353 ; 32,2944 ; 23,4448 ; 804,9935 
16;ESSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 345,7298 ; 75,4356 ; 55,9536 ; 228,5672 ; 32,2944 ; 23,4448 ; 761,4254 
16;ESSA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 345,7298 ; 27,7036 ; 55,9536 ; 206,0710 ; 32,2944 ; 23,4448 ; 691,1972 
16;ESSA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 345,7298 ; 21,0708 ; 55,9536 ; 90,6662 ; 32,2944 ; 23,4448 ; 569,1596 
75;ENERCA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 337,4475 ; 62,8875 ; 55,9536 ; 272,4521 ; 50,9259 ; 23,4448 ; 803,1114 
75;ENERCA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 337,4475 ; 62,8875 ; 55,9536 ; 198,8177 ; 50,9259 ; 23,4448 ; 729,4770 
75;ENERCA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 337,4475 ; 15,6791 ; 55,9536 ; 185,5445 ; 27,3109 ; 23,4448 ; 645,3804 
75;ENERCA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 337,4475 ; 11,0093 ; 55,9536 ; 89,7601 ; 27,3109 ; 23,4448 ; 544,9262 
2;CHEC;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 340,8425 ; 65,2745 ; 55,9536 ; 315,7034 ; 108,5626 ; 23,4448 ; 909,7814 
2;CHEC;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 340,8425 ; 65,2745 ; 55,9536 ; 278,4063 ; 108,5626 ; 23,4448 ; 872,4843 
2;CHEC;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 340,8425 ; 65,2745 ; 55,9536 ; 241,1091 ; 108,5626 ; 23,4448 ; 835,1871 
2;CHEC;EXEC;ENEL X;2;N/A;N/A;N/A;25; 340,8425 ; 29,6855 ; 55,9536 ; 206,0710 ; 40,1128 ; 23,4448 ; 696,1102 
2;CHEC;EXEC;ENEL X;3;N/A;N/A;N/A;25; 340,8425 ; 22,0040 ; 55,9536 ; 90,6662 ; 40,1128 ; 23,4448 ; 573,0239 
45;EMCALI;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 335,6500 ; 54,4600 ; 55,9536 ; 242,4500 ; 40,6000 ; 30,5000 ; 759,6136 
45;EMCALI;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 335,6500 ; 54,4600 ; 55,9536 ; 260,0200 ; 40,6000 ; 30,5000 ; 777,1836 
45;EMCALI;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 335,6500 ; 54,4600 ; 55,9536 ; 277,5900 ; 40,6000 ; 30,5000 ; 794,7536 
45;EMCALI;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 335,6500 ; 24,8000 ; 55,9536 ; 165,3700 ; 40,6000 ; 30,5000 ; 652,8736 
45;EMCALI;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 335,6500 ; 23,1300 ; 55,9536 ; 96,7000 ; 40,6000 ; 30,5000 ; 582,5336 
5;CENS;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 446,7711 ; 88,6181 ; 55,9536 ; 315,7034 ; 83,0050 ; 23,4448 ; 1.013,4960 
5;CENS;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 446,7711 ; 88,6181 ; 55,9536 ; 289,6640 ; 83,0050 ; 23,4448 ; 987,4566 
5;CENS;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 446,7711 ; 88,6181 ; 55,9536 ; 263,6247 ; 83,0050 ; 23,4448 ; 961,4173 
5;CENS;EXEC;ENEL X;2;N/A;N/A;N/A;25; 446,7711 ; 28,9846 ; 55,9536 ; 206,0710 ; 59,9479 ; 23,4448 ; 821,1730 
5;CENS;EXEC;ENEL X;3;N/A;N/A;N/A;25; 446,7711 ; 29,7381 ; 55,9536 ; 90,6662 ; 34,7217 ; 23,4448 ; 681,2955 
25;ELECTROMETA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 343,9792 ; 68,3713 ; 55,9536 ; 272,4521 ; 30,4514 ; 23,4448 ; 794,6524 
25;ELECTROMETA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 343,9792 ; 68,3713 ; 55,9536 ; 254,6656 ; 30,4514 ; 23,4448 ; 776,8659 
25;ELECTROMETA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 343,9792 ; 68,3713 ; 55,9536 ; 236,8792 ; 30,4514 ; 23,4448 ; 759,0795 
25;ELECTROMETA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 343,9792 ; 28,9663 ; 55,9536 ; 185,5445 ; 77,4464 ; 23,4448 ; 715,3348 
25;ELECTROMETA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 343,9792 ; 22,6564 ; 55,9536 ; 89,7601 ; 30,4514 ; 23,4448 ; 566,2455 
36;EDEQ;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 346,8059 ; 65,6524 ; 55,9536 ; 315,7034 ; 128,9060 ; 23,4448 ; 936,4661 
36;EDEQ;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 346,8059 ; 65,6524 ; 55,9536 ; 290,2495 ; 128,9060 ; 23,4448 ; 911,0122 
36;EDEQ;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 346,8059 ; 65,6524 ; 55,9536 ; 264,7957 ; 128,9060 ; 23,4448 ; 885,5584 
36;EDEQ;EXEC;ENEL X;2;N/A;N/A;N/A;25; 346,8059 ; 27,8520 ; 55,9536 ; 206,0710 ; 48,7309 ; 23,4448 ; 708,8582 
36;EDEQ;EXEC;ENEL X;3;N/A;N/A;N/A;25; 346,8059 ; 21,2204 ; 55,9536 ; 90,6662 ; 85,2787 ; 23,4448 ; 623,3696 
3;CEDENAR;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 332,6570 ; 64,9392 ; 55,9536 ; 277,5855 ; 71,7467 ; 23,4448 ; 826,3268 
3;CEDENAR;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 332,6570 ; 64,9392 ; 55,9536 ; 249,4449 ; 71,7467 ; 23,4448 ; 798,1862 
3;CEDENAR;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 332,6570 ; 64,9392 ; 55,9536 ; 221,3042 ; 71,7467 ; 23,4448 ; 770,0455 
3;CEDENAR;EXEC;ENEL X;2;N/A;N/A;N/A;25; 332,6570 ; 22,1649 ; 55,9536 ; 165,3711 ; 71,8267 ; 23,4448 ; 671,4181 
3;CEDENAR;EXEC;ENEL X;3;N/A;N/A;N/A;25; 332,6570 ; 15,5831 ; 55,9536 ; 96,6989 ; 54,8867 ; 23,4448 ; 579,2241 
32;EEP;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 349,3251 ; 63,1952 ; 55,9536 ; 315,7034 ; 27,8776 ; 23,4448 ; 835,4997 
32;EEP;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 349,3251 ; 63,1952 ; 55,9536 ; 293,7079 ; 27,8776 ; 23,4448 ; 813,5042 
32;EEP;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 349,3251 ; 63,1952 ; 55,9536 ; 271,7123 ; 27,8776 ; 23,4448 ; 791,5086 
32;EEP;EXEC;ENEL X;2;N/A;N/A;N/A;25; 349,3251 ; 26,0552 ; 55,9536 ; 206,0710 ; 27,8776 ; 23,4448 ; 688,7273 
32;EEP;EXEC;ENEL X;3;N/A;N/A;N/A;25; 349,3251 ; 22,7479 ; 55,9536 ; 90,6662 ; 27,8776 ; 23,4448 ; 570,0152 
23;ELECTROHUILA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 445,1716 ; 90,2234 ; 55,9536 ; 288,0311 ; 61,3048 ; 23,4448 ; 964,1293 
23;ELECTROHUILA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 445,1716 ; 90,2234 ; 55,9536 ; 262,3276 ; 61,3048 ; 23,4448 ; 938,4258 
23;ELECTROHUILA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 445,1716 ; 90,2234 ; 55,9536 ; 236,6242 ; 61,3048 ; 23,4448 ; 912,7224 
23;ELECTROHUILA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 445,1716 ; 35,4816 ; 55,9536 ; 186,4289 ; 73,7413 ; 23,4448 ; 820,2218 
23;ELECTROHUILA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 445,1716 ; 27,2887 ; 55,9536 ; 117,2929 ; 71,1483 ; 23,4448 ; 740,2999 
10;CETSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 348,0714 ; 63,1783 ; 55,9536 ; 277,5855 ; 28,0025 ; 23,4448 ; 796,2361 
10;CETSA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 348,0714 ; 26,8314 ; 55,9536 ; 165,3711 ; 99,6225 ; 23,4448 ; 719,2948 
10;CETSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 348,0714 ; 63,1783 ; 55,9536 ; 223,9683 ; 28,0025 ; 23,4448 ; 742,6189 
10;CETSA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 348,0714 ; 26,8314 ; 55,9536 ; 165,3711 ; 99,6225 ; 23,4448 ; 719,2948 
10;CETSA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 348,0714 ; 20,6437 ; 55,9536 ; 96,6989 ; 96,8925 ; 23,4448 ; 641,7049 
16;ESSA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 306,9700 ; 68,4400 ; 55,9500 ; 228,5700 ; 30,2100 ; 23,6100 ; 713,7500 
16;ESSA;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 306,9700 ; 68,4400 ; 55,9500 ; 272,1400 ; 30,2100 ; 23,6100 ; 757,3200 
16;ESSA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 306,9700 ; 68,4400 ; 55,9500 ; 315,7000 ; 30,2100 ; 23,6100 ; 800,8900 
16;ESSA;BIAC;BIA;2;N/A;N/A;N/A;25; 306,9700 ; 25,3300 ; 55,9500 ; 206,0700 ; 30,2100 ; 23,6100 ; 648,1500 
82;CARIBESOL;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 268,4500 ; 67,5200 ; 55,9536 ; 104,6300 ; 96,8000 ; 30,5000 ; 623,8536 
82;CARIBESOL;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 268,4500 ; 67,5200 ; 55,9536 ; 115,9900 ; 96,8000 ; 30,5000 ; 635,2136 
82;CARIBESOL;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 268,4500 ; 67,5200 ; 55,9536 ; 127,3400 ; 96,8000 ; 30,5000 ; 646,5636 
82;CARIBESOL;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 268,4500 ; 21,5200 ; 55,9536 ; 85,9200 ; 38,9600 ; 30,5000 ; 501,3036 
82;CARIBESOL;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 268,4500 ; 18,3900 ; 55,9536 ; 63,4500 ; 38,9600 ; 30,5000 ; 475,7036 
5;CENS;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 306,5100 ; 64,6300 ; 55,9500 ; 263,6200 ; 76,9500 ; 23,6100 ; 791,2900 
5;CENS;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 306,5100 ; 64,6300 ; 55,9500 ; 289,6600 ; 76,9500 ; 23,6100 ; 817,3300 
5;CENS;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 306,5100 ; 64,6300 ; 55,9500 ; 315,7000 ; 76,9500 ; 23,6100 ; 843,3700 
5;CENS;BIAC;BIA;2;N/A;N/A;N/A;25; 306,5100 ; 21,6900 ; 55,9500 ; 206,0700 ; 53,8900 ; 23,6100 ; 667,7400 
32;EEP;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 310,1800 ; 57,6900 ; 55,9500 ; 271,7100 ; 25,7900 ; 23,6100 ; 744,9500 
32;EEP;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 310,1800 ; 57,6900 ; 55,9500 ; 293,7100 ; 25,7900 ; 23,6100 ; 766,9400 
32;EEP;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 310,1800 ; 57,6900 ; 55,9500 ; 315,7000 ; 25,7900 ; 23,6100 ; 788,9400 
32;EEP;BIAC;BIA;2;N/A;N/A;N/A;25; 310,1800 ; 24,1500 ; 55,9500 ; 206,0700 ; 25,7900 ; 23,6100 ; 645,7700 
26;ENERTOLIMA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 305,3300 ; 77,1200 ; 55,9500 ; 187,1100 ; 136,5400 ; 23,6100 ; 785,6700 
26;ENERTOLIMA;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 305,3300 ; 77,1200 ; 55,9500 ; 237,5700 ; 136,5400 ; 23,6100 ; 836,1300 
26;ENERTOLIMA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 305,3300 ; 77,1200 ; 55,9500 ; 288,0300 ; 136,5400 ; 23,6100 ; 886,5900 
26;ENERTOLIMA;BIAC;BIA;2;N/A;N/A;N/A;25; 305,3300 ; 35,3700 ; 55,9500 ; 186,4300 ; 26,5700 ; 23,6100 ; 633,2700 
75;ENERCA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 302,5700 ; 57,0700 ; 55,9500 ; 198,8200 ; 48,9800 ; 23,6100 ; 687,0000 
75;ENERCA;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 302,5700 ; 57,0700 ; 55,9500 ; 235,6300 ; 48,9800 ; 23,6100 ; 723,8200 
75;ENERCA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 302,5700 ; 57,0700 ; 55,9500 ; 272,4500 ; 48,9800 ; 23,6100 ; 760,6400 
75;ENERCA;BIAC;BIA;2;N/A;N/A;N/A;25; 302,5700 ; 14,0700 ; 55,9500 ; 185,5400 ; 25,3600 ; 23,6100 ; 607,1100 
23;ELECTROHUILA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 305,7100 ; 67,0100 ; 55,9500 ; 236,6200 ; 50,3400 ; 23,6100 ; 739,2500 
23;ELECTROHUILA;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 305,7100 ; 67,0100 ; 55,9500 ; 262,3300 ; 50,3400 ; 23,6100 ; 764,9500 
23;ELECTROHUILA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 305,7100 ; 67,0100 ; 55,9500 ; 288,0300 ; 50,3400 ; 23,6100 ; 790,6600 
23;ELECTROHUILA;BIAC;BIA;2;N/A;N/A;N/A;25; 305,7100 ; 27,5500 ; 55,9500 ; 186,4300 ; 62,7800 ; 23,6100 ; 662,0400 
25;ELECTROMETA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 306,7000 ; 62,2500 ; 55,9500 ; 236,8800 ; 26,7800 ; 23,6100 ; 712,1800 
25;ELECTROMETA;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 306,7000 ; 62,2500 ; 55,9500 ; 254,6700 ; 26,7800 ; 23,6100 ; 729,9600 
25;ELECTROMETA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 306,7000 ; 62,2500 ; 55,9500 ; 272,4500 ; 26,7800 ; 23,6100 ; 747,7500 
25;ELECTROMETA;BIAC;BIA;2;N/A;N/A;N/A;25; 306,7000 ; 26,5300 ; 55,9500 ; 185,5400 ; 73,7700 ; 23,6100 ; 672,1100 
29;EBSA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 302,5700 ; 67,0300 ; 55,9500 ; 203,2500 ; 48,9300 ; 23,6100 ; 701,3500 
29;EBSA;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 302,5700 ; 67,0300 ; 55,9500 ; 245,6400 ; 48,9300 ; 23,6100 ; 743,7400 
29;EBSA;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 302,5700 ; 67,0300 ; 55,9500 ; 288,0300 ; 48,9300 ; 23,6100 ; 786,1300 
29;EBSA;BIAC;BIA;2;N/A;N/A;N/A;25; 302,5700 ; 19,2800 ; 55,9500 ; 186,4300 ; 63,8000 ; 23,6100 ; 651,6500 
29;EBSA;BIAC;BIA;3;N/A;N/A;N/A;25; 302,5700 ; 16,4600 ; 55,9500 ; 117,2900 ; 77,9200 ; 23,6100 ; 593,8100 
26;ENERTOLIMA;BIAC;BIA;3;N/A;N/A;N/A;25; 305,3300 ; 26,6300 ; 55,9500 ; 117,2900 ; 26,5700 ; 23,6100 ; 555,4000 
23;ELECTROHUILA;BIAC;BIA;3;N/A;N/A;N/A;25; 305,7100 ; 21,6400 ; 55,9500 ; 117,2900 ; 60,1800 ; 23,6100 ; 584,4000 
25;ELECTROMETA;BIAC;BIA;3;N/A;N/A;N/A;25; 306,7000 ; 20,8100 ; 55,9500 ; 89,7600 ; 26,7800 ; 23,6100 ; 523,6200 
82;CARIBESOL;BIAC;BIA;3;N/A;N/A;N/A;25; 307,8800 ; 20,7600 ; 55,9500 ; 63,4500 ; 23,2400 ; 23,6100 ; 494,9000 
83;CARIBEMAR;BIAC;BIA;3;N/A;N/A;N/A;25; 307,8800 ; 9,7300 ; 55,9500 ; 92,7600 ; 26,1900 ; 23,6100 ; 516,1300 
45;EMCALI;BIAC;BIA;3;N/A;N/A;N/A;25; 309,1800 ; 22,1300 ; 55,9500 ; 96,7000 ; 26,3600 ; 23,6100 ; 533,9400 
81;CODENSA-EEC;BIAC;BIA;3;N/A;N/A;N/A;25; 309,7400 ; 20,6600 ; 55,9500 ; 117,2900 ; 28,0800 ; 23,6100 ; 555,3400 
74;EPM-EADE;BIAC;BIA;3;N/A;N/A;N/A;25; 309,0100 ; 17,5400 ; 55,9500 ; 90,6700 ; 54,9400 ; 23,6100 ; 551,7200 
16;ESSA;BIAC;BIA;3;N/A;N/A;N/A;25; 306,9700 ; 19,3400 ; 55,9500 ; 90,6700 ; 30,2100 ; 23,6100 ; 526,7500 
75;ENERCA;BIAC;BIA;3;N/A;N/A;N/A;25; 302,5700 ; 9,8100 ; 55,9500 ; 89,7600 ; 25,3600 ; 23,6100 ; 507,0700 
32;EEP;BIAC;BIA;3;N/A;N/A;N/A;25; 310,1800 ; 21,1600 ; 55,9500 ; 90,6700 ; 25,7900 ; 23,6100 ; 527,3700 
5;CENS;BIAC;BIA;3;N/A;N/A;N/A;25; 306,5100 ; 22,2300 ; 55,9500 ; 90,6700 ; 28,6600 ; 23,6100 ; 527,6500 
34;EPSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 344,0543 ; 65,6634 ; 55,9536 ; 277,5855 ; 28,7151 ; 23,4448 ; 795,4167 
34;EPSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 344,0543 ; 65,6634 ; 55,9536 ; 208,4145 ; 28,7151 ; 23,4448 ; 726,2457 
34;EPSA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 344,0543 ; 27,6387 ; 55,9536 ; 165,3711 ; 28,7151 ; 23,4448 ; 645,1776 
34;EPSA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 344,0543 ; 23,7024 ; 55,9536 ; 96,6989 ; 28,7151 ; 23,4448 ; 572,5691 
26;ENERTOLIMA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 444,4238 ; 104,5394 ; 55,9536 ; 288,0311 ; 142,7025 ; 23,4448 ; 1.059,0952 
26;ENERTOLIMA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 444,4238 ; 104,5394 ; 55,9536 ; 237,5691 ; 142,7025 ; 23,4448 ; 1.008,6332 
26;ENERTOLIMA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 444,4238 ; 104,5394 ; 55,9536 ; 187,1072 ; 142,7025 ; 23,4448 ; 958,1713 
26;ENERTOLIMA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 444,4238 ; 46,6495 ; 55,9536 ; 186,4289 ; 32,7325 ; 23,4448 ; 789,6331 
26;ENERTOLIMA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 444,4238 ; 34,5279 ; 55,9536 ; 117,2929 ; 32,7325 ; 23,4448 ; 708,3755 
45;EMCALI;EPSC;EPSA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 284,0100 ; 48,2000 ; 55,9536 ; 277,5900 ; 27,5000 ; 27,6500 ; 720,9036 
45;EMCALI;EPSC;EPSA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 284,0100 ; 48,2000 ; 55,9536 ; 242,5100 ; 27,5000 ; 27,6500 ; 685,8236 
45;EMCALI;EPSC;EPSA;2;N/A;N/A;N/A;25; 284,0100 ; 22,4100 ; 55,9536 ; 165,3700 ; 27,5000 ; 27,6500 ; 582,8936 
45;EMCALI;EPSC;EPSA;3;N/A;N/A;N/A;25; 284,0100 ; 20,9600 ; 55,9536 ; 96,7000 ; 27,5000 ; 27,6500 ; 512,7736 
45;EMCALI;EPSC;EPSA;4;N/A;N/A;N/A;25; 284,0100 ; 12,5200 ; 55,9536 ; 34,0500 ; 27,5000 ; 27,6500 ; 441,6836 
29;EBSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 337,6784 ; 73,5760 ; 55,9536 ; 288,0311 ; 56,8681 ; 23,4448 ; 835,5520 
29;EBSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 337,6784 ; 73,5760 ; 55,9536 ; 245,6415 ; 56,8681 ; 23,4448 ; 793,1624 
29;EBSA;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 337,6784 ; 73,5760 ; 55,9536 ; 203,2519 ; 56,8681 ; 23,4448 ; 750,7728 
29;EBSA;EXEC;ENEL X;2;N/A;N/A;N/A;25; 337,6784 ; 21,1275 ; 55,9536 ; 186,4289 ; 71,7351 ; 23,4448 ; 696,3683 
29;EBSA;EXEC;ENEL X;3;N/A;N/A;N/A;25; 337,6784 ; 18,0306 ; 55,9536 ; 117,2929 ; 85,8586 ; 23,4448 ; 638,2589 
