ID OR;OPERADOR DE RED;ID SIC  COMERCIALIZADOR;COMERCIALIZADOR;Nivel;Tipo Red;Comb, NT;Dueño Red;Hora; Gm,i,j ; PR n,m,i,j ; Tm ; Dn,m ; Cv m,i,j ; Rm,i ; (CUv n,m,i,j)  
26;ENERTOLIMA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 337,3600 ; 28,4800 ; 55,9500 ; 117,2900 ; 28,0700 ; 22,9200 ; 590,0700 
46;EMCARTAGO;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 342,6600 ; 69,6500 ; 55,9500 ; 238,9300 ; 29,1700 ; 22,9200 ; 759,2800 
46;EMCARTAGO;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 342,6600 ; 69,6500 ; 55,9500 ; 258,2600 ; 29,1700 ; 22,9200 ; 778,6100 
46;EMCARTAGO;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 342,6600 ; 69,6500 ; 55,9500 ; 277,5900 ; 29,1700 ; 22,9200 ; 797,9400 
46;EMCARTAGO;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 342,6600 ; 25,0000 ; 55,9500 ; 165,3700 ; 29,1700 ; 22,9200 ; 641,0700 
46;EMCARTAGO;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 342,6600 ; 20,9200 ; 55,9500 ; 96,7000 ; 29,1700 ; 22,9200 ; 568,3200 
25;ELECTROMETA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 338,8000 ; 67,5600 ; 55,9500 ; 236,8800 ; 26,7800 ; 22,9200 ; 748,8900 
25;ELECTROMETA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 338,8000 ; 67,5600 ; 55,9500 ; 254,6700 ; 26,7800 ; 22,9200 ; 766,6800 
25;ELECTROMETA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 338,8000 ; 67,5600 ; 55,9500 ; 272,4500 ; 26,7800 ; 22,9200 ; 784,4600 
25;ELECTROMETA;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 338,8000 ; 28,6600 ; 55,9500 ; 185,5400 ; 73,7700 ; 22,9200 ; 705,6400 
25;ELECTROMETA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 338,8000 ; 22,4400 ; 55,9500 ; 89,7600 ; 26,7800 ; 22,9200 ; 556,6500 
23;ELECTROHUILA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 337,7500 ; 72,0000 ; 55,9500 ; 236,6200 ; 50,6296 ; 22,9200 ; 775,8696 
23;ELECTROHUILA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 337,7500 ; 72,0000 ; 55,9500 ; 262,3300 ; 50,6296 ; 22,9200 ; 801,5796 
23;ELECTROHUILA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 337,7500 ; 72,0000 ; 55,9500 ; 288,0300 ; 50,6296 ; 22,9200 ; 827,2796 
23;ELECTROHUILA;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 337,7500 ; 29,0300 ; 55,9500 ; 186,4300 ; 63,0661 ; 22,9200 ; 695,1461 
23;ELECTROHUILA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 337,7500 ; 22,6000 ; 55,9500 ; 117,2900 ; 60,4731 ; 22,9200 ; 616,9831 
75;ENERCA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 342,9200 ; 69,8200 ; 55,9500 ; 198,8200 ; 49,0350 ; 22,9200 ; 739,4650 
75;ENERCA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 342,9200 ; 69,8200 ; 55,9500 ; 235,6300 ; 49,0350 ; 22,9200 ; 776,2750 
75;ENERCA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 342,9200 ; 69,8200 ; 55,9500 ; 272,4500 ; 49,0350 ; 22,9200 ; 813,0950 
75;ENERCA;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 342,9200 ; 21,9500 ; 55,9500 ; 185,5400 ; 25,4200 ; 22,9200 ; 654,7000 
75;ENERCA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 342,9200 ; 17,2100 ; 55,9500 ; 89,7600 ; 25,4200 ; 22,9200 ; 554,1800 
34;EPSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 338,8400 ; 64,8900 ; 55,9500 ; 208,4100 ; 32,8200 ; 22,9200 ; 723,8300 
34;EPSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 338,8400 ; 64,8900 ; 55,9500 ; 243,0000 ; 32,8200 ; 22,9200 ; 758,4200 
34;EPSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 338,8400 ; 64,8900 ; 55,9500 ; 277,5900 ; 32,8200 ; 22,9200 ; 793,0100 
34;EPSA;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 338,8400 ; 27,3500 ; 55,9500 ; 165,3700 ; 32,8200 ; 22,9200 ; 643,2500 
34;EPSA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 338,8400 ; 23,4700 ; 55,9500 ; 96,7000 ; 32,8200 ; 22,9200 ; 570,7000 
29;EBSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% USUARIO;25; 334,4300 ; 73,0000 ; 55,9500 ; 203,2500 ; 51,2547 ; 22,9200 ; 740,8047 
29;EBSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 334,4300 ; 73,0000 ; 55,9500 ; 245,6400 ; 51,2547 ; 22,9200 ; 783,1947 
29;EBSA;NEUC;NEU Energy;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 334,4300 ; 73,0000 ; 55,9500 ; 288,0300 ; 30,0900 ; 22,9200 ; 804,4200 
29;EBSA;NEUC;NEU Energy;2;N/A;N/A;N/A;25; 334,4300 ; 20,9800 ; 55,9500 ; 186,4300 ; 65,0222 ; 22,9200 ; 685,7322 
29;EBSA;NEUC;NEU Energy;3;N/A;N/A;N/A;25; 334,4300 ; 17,9100 ; 55,9500 ; 117,2900 ; 79,1561 ; 22,9200 ; 627,6561 
67;RUITOQUE;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 285,4538 ; 48,8377 ; 55,9536 ; 315,7034 ; 124,7966 ; 22,9218 ; 853,6669 
67;RUITOQUE;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 285,4538 ; 48,8377 ; 55,9536 ; 269,7609 ; 124,7966 ; 22,9218 ; 807,7244 
67;RUITOQUE;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 285,4538 ; 11,0377 ; 55,9536 ; 206,0710 ; 124,7966 ; 22,9218 ; 706,2345 
67;RUITOQUE;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 285,4538 ; 4,0530 ; 55,9536 ; 90,6662 ; 124,7966 ; 22,9218 ; 583,8450 
16;ESSA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 285,3280 ; 64,5563 ; 55,9536 ; 315,7034 ; 36,1522 ; 22,9218 ; 780,6153 
16;ESSA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 285,3280 ; 64,5563 ; 55,9536 ; 228,5672 ; 36,1522 ; 22,9218 ; 693,4791 
16;ESSA;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 285,3280 ; 24,0253 ; 55,9536 ; 206,0710 ; 36,1522 ; 22,9218 ; 630,4519 
16;ESSA;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 285,3280 ; 18,3930 ; 55,9536 ; 90,6662 ; 36,1522 ; 22,9218 ; 509,4148 
81;CODENSA-EEC;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 285,3208 ; 58,4510 ; 55,9536 ; 288,0311 ; 33,3767 ; 22,9218 ; 744,0550 
81;CODENSA-EEC;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 285,3208 ; 58,4510 ; 55,9536 ; 238,3040 ; 33,3767 ; 22,9218 ; 694,3279 
81;CODENSA-EEC;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 285,3208 ; 20,1083 ; 55,9536 ; 186,4289 ; 33,3767 ; 22,9218 ; 604,1101 
81;CODENSA-EEC;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 285,3208 ; 19,5359 ; 55,9536 ; 117,2929 ; 33,3767 ; 22,9218 ; 534,4017 
5;CENS;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 284,9304 ; 60,9708 ; 55,9536 ; 315,7034 ; 80,2587 ; 22,9218 ; 820,7387 
5;CENS;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 284,9304 ; 60,9708 ; 55,9536 ; 263,6247 ; 80,2587 ; 22,9218 ; 768,6600 
5;CENS;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 284,9304 ; 20,5928 ; 55,9536 ; 206,0710 ; 57,2016 ; 22,9218 ; 647,6712 
5;CENS;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 284,9304 ; 21,1030 ; 55,9536 ; 90,6662 ; 31,9754 ; 22,9218 ; 507,5504 
83;CARIBEMAR;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 285,0956 ; 59,0517 ; 55,9536 ; 177,4803 ; 131,5013 ; 22,9218 ; 732,0043 
83;CARIBEMAR;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 285,0956 ; 59,0517 ; 55,9536 ; 147,5959 ; 131,5013 ; 22,9218 ; 702,1199 
83;CARIBEMAR;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 285,0956 ; 11,1453 ; 55,9536 ; 123,1534 ; 110,9675 ; 22,9218 ; 609,2372 
83;CARIBEMAR;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 285,0956 ; 8,5378 ; 55,9536 ; 92,7612 ; 46,9420 ; 22,9218 ; 512,2120 
25;ELECTROMETA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 284,9529 ; 58,7041 ; 55,9536 ; 272,4521 ; 27,5329 ; 22,9218 ; 722,5174 
25;ELECTROMETA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 284,9529 ; 58,7041 ; 55,9536 ; 236,8792 ; 27,5329 ; 22,9218 ; 686,9445 
25;ELECTROMETA;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 284,9529 ; 25,1338 ; 55,9536 ; 185,5445 ; 27,5329 ; 22,9218 ; 602,0395 
25;ELECTROMETA;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 284,9529 ; 19,7581 ; 55,9536 ; 89,7601 ; 27,5329 ; 22,9218 ; 500,8794 
36;EDEQ;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 285,1752 ; 56,2975 ; 55,9536 ; 315,7034 ; 117,8644 ; 22,9218 ; 853,9159 
36;EDEQ;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 285,1752 ; 56,2975 ; 55,9536 ; 264,7957 ; 117,8644 ; 22,9218 ; 803,0082 
36;EDEQ;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 285,1752 ; 24,3000 ; 55,9536 ; 206,0710 ; 37,6893 ; 22,9218 ; 632,1109 
36;EDEQ;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 285,1752 ; 18,6864 ; 55,9536 ; 90,6662 ; 74,2371 ; 22,9218 ; 547,6403 
82;CARIBESOL;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 285,0956 ; 71,3237 ; 55,9536 ; 127,3434 ; 102,6212 ; 22,9218 ; 665,2593 
82;CARIBESOL;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 285,0956 ; 71,3237 ; 55,9536 ; 104,6297 ; 102,6212 ; 22,9218 ; 642,5456 
82;CARIBESOL;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 285,0956 ; 22,8592 ; 55,9536 ; 85,9238 ; 44,7780 ; 22,9218 ; 517,5320 
82;CARIBESOL;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 285,0956 ; 19,5680 ; 55,9536 ; 63,4522 ; 44,7780 ; 22,9218 ; 491,7692 
75;ENERCA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 284,4529 ; 54,0800 ; 55,9536 ; 272,4521 ; 52,8182 ; 22,9218 ; 742,6786 
75;ENERCA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 284,4529 ; 54,0800 ; 55,9536 ; 198,8177 ; 52,8182 ; 22,9218 ; 669,0442 
75;ENERCA;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 284,4529 ; 13,2512 ; 55,9536 ; 185,5445 ; 29,2032 ; 22,9218 ; 591,3272 
75;ENERCA;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 284,4529 ; 9,2123 ; 55,9536 ; 89,7601 ; 29,2032 ; 22,9218 ; 491,5039 
23;ELECTROHUILA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 284,8331 ; 63,5111 ; 55,9536 ; 277,5855 ; 48,7528 ; 22,9218 ; 753,5579 
23;ELECTROHUILA;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 284,8331 ; 63,5111 ; 55,9536 ; 226,1787 ; 48,7528 ; 22,9218 ; 702,1511 
23;ELECTROHUILA;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 284,8331 ; 26,2025 ; 55,9536 ; 165,3711 ; 61,1893 ; 22,9218 ; 616,4714 
23;ELECTROHUILA;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 284,8331 ; 20,7392 ; 55,9536 ; 96,6989 ; 58,5963 ; 22,9218 ; 539,7429 
74;EPM-EADE;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 285,2329 ; 60,6738 ; 55,9536 ; 315,7034 ; 73,8990 ; 22,9218 ; 814,3845 
74;EPM-EADE;RTQC;RUITOQUE;1;AEREA;NIVEL 1-2;100% USUARIO;25; 285,2329 ; 60,6738 ; 55,9536 ; 252,0488 ; 73,8990 ; 22,9218 ; 750,7299 
74;EPM-EADE;RTQC;RUITOQUE;2;N/A;N/A;N/A;25; 285,2329 ; 18,8756 ; 55,9536 ; 206,0710 ; 49,9590 ; 22,9218 ; 639,0139 
74;EPM-EADE;RTQC;RUITOQUE;3;N/A;N/A;N/A;25; 285,2329 ; 16,7024 ; 55,9536 ; 90,6662 ; 57,3290 ; 22,9218 ; 528,8059 
32;EEP;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 334,4100 ; 60,7200 ; 55,9536 ; 271,7100 ; 41,7600 ; 30,5000 ; 795,0536 
32;EEP;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 334,4100 ; 60,7200 ; 55,9536 ; 293,7100 ; 41,7600 ; 30,5000 ; 817,0536 
32;EEP;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 334,4100 ; 60,7200 ; 55,9536 ; 315,7000 ; 41,7600 ; 30,5000 ; 839,0436 
32;EEP;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 334,4100 ; 25,0100 ; 55,9536 ; 206,0700 ; 41,7600 ; 30,5000 ; 693,7036 
32;EEP;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 334,4100 ; 21,8300 ; 55,9536 ; 90,6700 ; 41,7600 ; 30,5000 ; 575,1236 
83;CARIBEMAR;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 281,0300 ; 57,8400 ; 55,9536 ; 147,6000 ; 138,5200 ; 30,5000 ; 711,4436 
83;CARIBEMAR;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 281,0300 ; 57,8400 ; 55,9536 ; 162,5400 ; 138,5200 ; 30,5000 ; 726,3836 
83;CARIBEMAR;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 281,0300 ; 57,8400 ; 55,9536 ; 177,4800 ; 138,5200 ; 30,5000 ; 741,3236 
83;CARIBEMAR;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 281,0300 ; 10,5900 ; 55,9536 ; 123,1500 ; 117,9900 ; 30,5000 ; 619,2136 
83;CARIBEMAR;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 281,0300 ; 8,0200 ; 55,9536 ; 92,7600 ; 53,9600 ; 30,5000 ; 522,2236 
34;EPSA;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 338,6700 ; 64,4300 ; 55,9536 ; 208,4100 ; 45,5200 ; 30,5000 ; 743,4836 
34;EPSA;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 338,6700 ; 64,4300 ; 55,9536 ; 243,0000 ; 45,5200 ; 30,5000 ; 778,0736 
34;EPSA;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 338,6700 ; 64,4300 ; 55,9536 ; 277,5900 ; 45,5200 ; 30,5000 ; 812,6636 
34;EPSA;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 338,6700 ; 26,9800 ; 55,9536 ; 165,3700 ; 45,5200 ; 30,5000 ; 662,9936 
34;EPSA;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 338,6700 ; 23,1000 ; 55,9536 ; 96,7000 ; 45,5200 ; 30,5000 ; 590,4436 
74;EPM-EADE;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 266,2300 ; 57,1800 ; 55,9536 ; 252,0500 ; 76,7800 ; 30,5000 ; 738,6936 
74;EPM-EADE;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 266,2300 ; 57,1800 ; 55,9536 ; 283,8800 ; 76,7800 ; 30,5000 ; 770,5236 
74;EPM-EADE;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 266,2300 ; 57,1800 ; 55,9536 ; 315,7000 ; 76,7800 ; 30,5000 ; 802,3436 
74;EPM-EADE;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 266,2300 ; 17,7900 ; 55,9536 ; 206,0700 ; 52,8400 ; 30,5000 ; 629,3836 
74;EPM-EADE;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 266,2300 ; 15,7400 ; 55,9536 ; 90,6700 ; 60,2100 ; 30,5000 ; 519,3036 
81;CODENSA-EEC;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 348,6444 ; 68,6382 ; 55,9536 ; 238,3040 ; 29,8966 ; 23,4448 ; 764,8816 
81;CODENSA-EEC;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 348,6444 ; 68,6382 ; 55,9536 ; 263,1675 ; 29,8966 ; 23,4448 ; 789,7451 
81;CODENSA-EEC;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 348,6444 ; 68,6382 ; 55,9536 ; 288,0311 ; 29,8966 ; 23,4448 ; 814,6087 
81;CODENSA-EEC;EXEC;ENEL X;2;N/A;N/A;N/A;25; 348,6444 ; 23,1536 ; 55,9536 ; 186,4289 ; 29,8966 ; 23,4448 ; 667,5219 
81;CODENSA-EEC;EXEC;ENEL X;3;N/A;N/A;N/A;25; 348,6444 ; 22,4746 ; 55,9536 ; 117,2929 ; 29,8966 ; 23,4448 ; 597,7069 
83;CARIBEMAR;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 345,7993 ; 71,2793 ; 55,9536 ; 147,5959 ; 116,2643 ; 23,4448 ; 760,3372 
83;CARIBEMAR;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 345,7993 ; 71,2793 ; 55,9536 ; 162,5381 ; 116,2643 ; 23,4448 ; 775,2794 
83;CARIBEMAR;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 345,7993 ; 71,2793 ; 55,9536 ; 177,4803 ; 116,2643 ; 23,4448 ; 790,2216 
83;CARIBEMAR;EXEC;ENEL X;2;N/A;N/A;N/A;25; 345,7993 ; 14,8127 ; 55,9536 ; 123,1534 ; 95,7305 ; 23,4448 ; 658,8943 
83;CARIBEMAR;EXEC;ENEL X;3;N/A;N/A;N/A;25; 345,7993 ; 11,7394 ; 55,9536 ; 92,7612 ; 31,7050 ; 23,4448 ; 561,4033 
74;EPM-EADE;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% USUARIO;25; 451,7397 ; 88,2032 ; 55,9536 ; 252,0488 ; 78,9316 ; 23,4448 ; 950,3217 
74;EPM-EADE;EXEC;ENEL X;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 451,7397 ; 88,2032 ; 55,9536 ; 283,8761 ; 78,9316 ; 23,4448 ; 982,1490 
74;EPM-EADE;EXEC;ENEL X;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 451,7397 ; 88,2032 ; 55,9536 ; 315,7034 ; 78,9316 ; 23,4448 ; 1.013,9763 
74;EPM-EADE;EXEC;ENEL X;3;N/A;N/A;N/A;25; 451,7397 ; 22,6781 ; 55,9536 ; 90,6662 ; 62,3616 ; 23,4448 ; 706,8440 
74;EPM-EADE;EXEC;ENEL X;2;N/A;N/A;N/A;25; 451,7397 ; 25,9164 ; 55,9536 ; 206,0710 ; 54,9916 ; 23,4448 ; 818,1171 
81;CODENSA-EEC;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 309,7400 ; 62,3600 ; 55,9500 ; 238,3000 ; 28,0800 ; 23,6100 ; 718,0600 
81;CODENSA-EEC;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 309,7400 ; 62,3600 ; 55,9500 ; 263,1700 ; 28,0800 ; 23,6100 ; 742,9200 
81;CODENSA-EEC;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 309,7400 ; 62,3600 ; 55,9500 ; 288,0300 ; 28,0800 ; 23,6100 ; 767,7800 
81;CODENSA-EEC;BIAC;BIA;2;N/A;N/A;N/A;25; 309,7400 ; 21,2700 ; 55,9500 ; 186,4300 ; 28,0800 ; 23,6100 ; 625,0900 
45;EMCALI;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 309,1800 ; 51,3800 ; 55,9500 ; 242,4500 ; 26,3600 ; 23,6100 ; 708,9400 
45;EMCALI;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 309,1800 ; 51,3800 ; 55,9500 ; 260,0200 ; 26,3600 ; 23,6100 ; 726,5100 
45;EMCALI;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 309,1800 ; 51,3800 ; 55,9500 ; 277,5900 ; 26,3600 ; 23,6100 ; 744,0700 
45;EMCALI;BIAC;BIA;2;N/A;N/A;N/A;25; 309,1800 ; 23,6900 ; 55,9500 ; 165,3700 ; 26,3600 ; 23,6100 ; 604,1700 
82;CARIBESOL;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 307,8800 ; 75,9800 ; 55,9500 ; 104,6300 ; 81,0800 ; 23,6100 ; 649,1400 
82;CARIBESOL;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 307,8800 ; 75,9800 ; 55,9500 ; 115,9900 ; 81,0800 ; 23,6100 ; 660,5000 
82;CARIBESOL;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 307,8800 ; 75,9800 ; 55,9500 ; 127,3400 ; 81,0800 ; 23,6100 ; 671,8500 
82;CARIBESOL;BIAC;BIA;2;N/A;N/A;N/A;25; 307,8800 ; 24,2700 ; 55,9500 ; 85,9200 ; 23,2400 ; 23,6100 ; 520,8800 
83;CARIBEMAR;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 307,8800 ; 63,6200 ; 55,9500 ; 147,6000 ; 110,7500 ; 23,6100 ; 709,4200 
83;CARIBEMAR;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 307,8800 ; 63,6200 ; 55,9500 ; 162,5400 ; 110,7500 ; 23,6100 ; 724,3600 
83;CARIBEMAR;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 307,8800 ; 63,6200 ; 55,9500 ; 177,4800 ; 110,7500 ; 23,6100 ; 739,3100 
83;CARIBEMAR;BIAC;BIA;2;N/A;N/A;N/A;25; 307,8800 ; 12,5100 ; 55,9500 ; 123,1500 ; 90,2200 ; 23,6100 ; 613,3300 
74;EPM-EADE;BIAC;BIA;1;AEREA;NIVEL 1-2;100% USUARIO;25; 309,0100 ; 64,5800 ; 55,9500 ; 252,0500 ; 71,5100 ; 23,6100 ; 776,7200 
74;EPM-EADE;BIAC;BIA;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 309,0100 ; 64,5800 ; 55,9500 ; 283,8800 ; 71,5100 ; 23,6100 ; 808,5500 
74;EPM-EADE;BIAC;BIA;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 309,0100 ; 64,5800 ; 55,9500 ; 315,7000 ; 71,5100 ; 23,6100 ; 840,3700 
74;EPM-EADE;BIAC;BIA;2;N/A;N/A;N/A;25; 309,0100 ; 19,8600 ; 55,9500 ; 206,0700 ; 47,5700 ; 23,6100 ; 662,0800 
10;CETSA;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 265,7100 ; 50,5000 ; 55,9536 ; 223,9700 ; 32,0200 ; 30,5000 ; 658,6536 
10;CETSA;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 265,7100 ; 50,5000 ; 55,9536 ; 250,7800 ; 32,0200 ; 30,5000 ; 685,4636 
10;CETSA;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 265,7100 ; 50,5000 ; 55,9536 ; 277,5900 ; 32,0200 ; 30,5000 ; 712,2736 
10;CETSA;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 265,7100 ; 21,6400 ; 55,9536 ; 165,3700 ; 103,6400 ; 30,5000 ; 642,8136 
10;CETSA;ENBC;ENERBIT;3;N/A;N/A;N/A;25; 265,7100 ; 16,7300 ; 55,9536 ; 96,7000 ; 100,9100 ; 30,5000 ; 566,5036 
81;CODENSA-EEC;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% USUARIO;25; 334,9600 ; 66,0400 ; 55,9536 ; 238,3000 ; 93,2200 ; 30,5000 ; 818,9736 
81;CODENSA-EEC;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;50% OPERADOR;25; 334,9600 ; 66,0400 ; 55,9536 ; 263,1700 ; 93,2200 ; 30,5000 ; 843,8436 
81;CODENSA-EEC;ENBC;ENERBIT;1;AEREA;NIVEL 1-2;100% OPERADOR;25; 334,9600 ; 66,0400 ; 55,9536 ; 288,0300 ; 93,2200 ; 30,5000 ; 868,7036 
81;CODENSA-EEC;ENBC;ENERBIT;2;N/A;N/A;N/A;25; 334,9600 ; 22,1700 ; 55,9536 ; 186,4300 ; 93,2200 ; 30,5000 ; 723,2336 
